,range,count,Frequency1
190,"(11400, 11460]",564,9.4
191,"(11460, 11520]",57,0.95
192,"(11520, 11580]",110,1.8333333333333333
193,"(11580, 11640]",12,0.2
194,"(11640, 11700]",4,0.06666666666666667
195,"(11700, 11760]",37,0.6166666666666667
196,"(11760, 11820]",107,1.7833333333333334
197,"(11820, 11880]",289,4.816666666666666
198,"(11880, 11940]",101,1.6833333333333333
199,"(11940, 12000]",115,1.9166666666666667
200,"(12000, 12060]",33,0.55
201,"(12060, 12120]",20,0.3333333333333333
202,"(12120, 12180]",6,0.1
203,"(12180, 12240]",3,0.05
204,"(12240, 12300]",7,0.11666666666666667
205,"(12300, 12360]",5,0.08333333333333333
206,"(12360, 12420]",41,0.6833333333333333
207,"(12420, 12480]",7,0.11666666666666667
208,"(12480, 12540]",14,0.23333333333333334
209,"(12540, 12600]",373,6.216666666666667
210,"(12600, 12660]",323,5.383333333333334
211,"(12660, 12720]",182,3.033333333333333
212,"(12720, 12780]",347,5.783333333333333
213,"(12780, 12840]",129,2.15
214,"(12840, 12900]",136,2.2666666666666666
215,"(12900, 12960]",120,2.0
216,"(12960, 13020]",68,1.1333333333333333
217,"(13020, 13080]",224,3.7333333333333334
218,"(13080, 13140]",384,6.4
219,"(13140, 13200]",44,0.7333333333333333
220,"(13200, 13260]",26,0.43333333333333335
221,"(13260, 13320]",62,1.0333333333333334
222,"(13320, 13380]",41,0.6833333333333333
223,"(13380, 13440]",35,0.5833333333333334
224,"(13440, 13500]",27,0.45
225,"(13500, 13560]",18,0.3
226,"(13560, 13620]",42,0.7
227,"(13620, 13680]",19,0.31666666666666665
228,"(13680, 13740]",16,0.26666666666666666
229,"(13740, 13800]",3,0.05
230,"(13800, 13860]",39,0.65
231,"(13860, 13920]",50,0.8333333333333334
232,"(13920, 13980]",9,0.15
233,"(13980, 14040]",52,0.8666666666666667
234,"(14040, 14100]",6,0.1
235,"(14100, 14160]",10,0.16666666666666666
236,"(14160, 14220]",10,0.16666666666666666
237,"(14220, 14280]",20,0.3333333333333333
238,"(14280, 14340]",35,0.5833333333333334
239,"(14340, 14400]",31,0.5166666666666667
240,"(14400, 14460]",95,1.5833333333333333
241,"(14460, 14520]",14,0.23333333333333334
242,"(14520, 14580]",66,1.1
243,"(14580, 14640]",69,1.15
244,"(14640, 14700]",46,0.7666666666666667
245,"(14700, 14760]",15,0.25
246,"(14760, 14820]",20,0.3333333333333333
247,"(14820, 14880]",3,0.05
248,"(14880, 14940]",40,0.6666666666666666
249,"(14940, 15000]",25,0.4166666666666667
250,"(15000, 15060]",208,3.466666666666667
251,"(15060, 15120]",56,0.9333333333333333
252,"(15120, 15180]",14,0.23333333333333334
253,"(15180, 15240]",25,0.4166666666666667
254,"(15240, 15300]",13,0.21666666666666667
255,"(15300, 15360]",17,0.2833333333333333
256,"(15360, 15420]",68,1.1333333333333333
257,"(15420, 15480]",66,1.1
258,"(15480, 15540]",253,4.216666666666667
259,"(15540, 15600]",383,6.383333333333334
260,"(15600, 15660]",51,0.85
261,"(15660, 15720]",75,1.25
262,"(15720, 15780]",2,0.03333333333333333
263,"(15780, 15840]",276,4.6
264,"(15840, 15900]",443,7.383333333333334
265,"(15900, 15960]",12,0.2
266,"(15960, 16020]",5,0.08333333333333333
267,"(16020, 16080]",15,0.25
268,"(16080, 16140]",11,0.18333333333333332
269,"(16140, 16200]",2,0.03333333333333333
270,"(16200, 16260]",23,0.38333333333333336
271,"(16260, 16320]",144,2.4
272,"(16320, 16380]",70,1.1666666666666667
273,"(16380, 16440]",7,0.11666666666666667
274,"(16440, 16500]",42,0.7
275,"(16500, 16560]",8,0.13333333333333333
276,"(16560, 16620]",0,0.0
277,"(16620, 16680]",36,0.6
278,"(16680, 16740]",7,0.11666666666666667
279,"(16740, 16800]",18,0.3
280,"(16800, 16860]",36,0.6
281,"(16860, 16920]",3,0.05
282,"(16920, 16980]",70,1.1666666666666667
283,"(16980, 17040]",48,0.8
284,"(17040, 17100]",150,2.5
285,"(17100, 17160]",147,2.45
286,"(17160, 17220]",2,0.03333333333333333
287,"(17220, 17280]",44,0.7333333333333333
288,"(17280, 17340]",26,0.43333333333333335
289,"(17340, 17400]",28,0.4666666666666667
290,"(17400, 17460]",4,0.06666666666666667
291,"(17460, 17520]",31,0.5166666666666667
292,"(17520, 17580]",57,0.95
293,"(17580, 17640]",0,0.0
294,"(17640, 17700]",46,0.7666666666666667
295,"(17700, 17760]",16,0.26666666666666666
296,"(17760, 17820]",208,3.466666666666667
297,"(17820, 17880]",4,0.06666666666666667
298,"(17880, 17940]",27,0.45
299,"(17940, 18000]",6,0.1
300,"(18000, 18060]",0,0.0
301,"(18060, 18120]",1,0.016666666666666666
302,"(18120, 18180]",0,0.0
303,"(18180, 18240]",1,0.016666666666666666
304,"(18240, 18300]",8,0.13333333333333333
305,"(18300, 18360]",38,0.6333333333333333
306,"(18360, 18420]",10,0.16666666666666666
307,"(18420, 18480]",2,0.03333333333333333
308,"(18480, 18540]",6,0.1
309,"(18540, 18600]",4,0.06666666666666667
310,"(18600, 18660]",1,0.016666666666666666
311,"(18660, 18720]",9,0.15
312,"(18720, 18780]",29,0.48333333333333334
313,"(18780, 18840]",21,0.35
314,"(18840, 18900]",6,0.1
315,"(18900, 18960]",0,0.0
316,"(18960, 19020]",28,0.4666666666666667
317,"(19020, 19080]",12,0.2
318,"(19080, 19140]",3,0.05
319,"(19140, 19200]",5,0.08333333333333333
320,"(19200, 19260]",1,0.016666666666666666
