,range,count,Frequency1
117,"(7020, 7080]",1248,20.8
118,"(7080, 7140]",442,7.366666666666666
119,"(7140, 7200]",218,3.6333333333333333
120,"(7200, 7260]",6,0.1
121,"(7260, 7320]",231,3.85
122,"(7320, 7380]",117,1.95
123,"(7380, 7440]",0,0.0
124,"(7440, 7500]",11,0.18333333333333332
125,"(7500, 7560]",1250,20.833333333333332
126,"(7560, 7620]",757,12.616666666666667
127,"(7620, 7680]",671,11.183333333333334
128,"(7680, 7740]",880,14.666666666666666
129,"(7740, 7800]",1158,19.3
130,"(7800, 7860]",2064,34.4
131,"(7860, 7920]",1684,28.066666666666666
132,"(7920, 7980]",368,6.133333333333334
133,"(7980, 8040]",368,6.133333333333334
134,"(8040, 8100]",197,3.283333333333333
135,"(8100, 8160]",222,3.7
136,"(8160, 8220]",99,1.65
137,"(8220, 8280]",315,5.25
138,"(8280, 8340]",55,0.9166666666666666
139,"(8340, 8400]",0,0.0
140,"(8400, 8460]",113,1.8833333333333333
141,"(8460, 8520]",318,5.3
142,"(8520, 8580]",450,7.5
143,"(8580, 8640]",333,5.55
144,"(8640, 8700]",9,0.15
145,"(8700, 8760]",16,0.26666666666666666
146,"(8760, 8820]",6,0.1
147,"(8820, 8880]",433,7.216666666666667
148,"(8880, 8940]",145,2.4166666666666665
149,"(8940, 9000]",119,1.9833333333333334
150,"(9000, 9060]",81,1.35
151,"(9060, 9120]",77,1.2833333333333334
152,"(9120, 9180]",94,1.5666666666666667
153,"(9180, 9240]",26,0.43333333333333335
154,"(9240, 9300]",270,4.5
155,"(9300, 9360]",197,3.283333333333333
156,"(9360, 9420]",36,0.6
157,"(9420, 9480]",1,0.016666666666666666
158,"(9480, 9540]",3,0.05
159,"(9540, 9600]",1,0.016666666666666666
160,"(9600, 9660]",1,0.016666666666666666
161,"(9660, 9720]",6,0.1
162,"(9720, 9780]",448,7.466666666666667
163,"(9780, 9840]",9,0.15
164,"(9840, 9900]",1367,22.783333333333335
165,"(9900, 9960]",922,15.366666666666667
166,"(9960, 10020]",708,11.8
167,"(10020, 10080]",116,1.9333333333333333
168,"(10080, 10140]",361,6.016666666666667
169,"(10140, 10200]",242,4.033333333333333
170,"(10200, 10260]",1,0.016666666666666666
171,"(10260, 10320]",74,1.2333333333333334
172,"(10320, 10380]",1,0.016666666666666666
173,"(10380, 10440]",5,0.08333333333333333
174,"(10440, 10500]",1211,20.183333333333334
175,"(10500, 10560]",1154,19.233333333333334
176,"(10560, 10620]",332,5.533333333333333
177,"(10620, 10680]",180,3.0
178,"(10680, 10740]",1,0.016666666666666666
179,"(10740, 10800]",349,5.816666666666666
180,"(10800, 10860]",179,2.9833333333333334
181,"(10860, 10920]",197,3.283333333333333
182,"(10920, 10980]",359,5.983333333333333
183,"(10980, 11040]",225,3.75
184,"(11040, 11100]",13,0.21666666666666667
185,"(11100, 11160]",168,2.8
186,"(11160, 11220]",466,7.766666666666667
187,"(11220, 11280]",465,7.75
188,"(11280, 11340]",12,0.2
189,"(11340, 11400]",168,2.8
190,"(11400, 11460]",0,0.0
191,"(11460, 11520]",3,0.05
192,"(11520, 11580]",184,3.066666666666667
193,"(11580, 11640]",507,8.45
194,"(11640, 11700]",24,0.4
195,"(11700, 11760]",55,0.9166666666666666
196,"(11760, 11820]",1006,16.766666666666666
197,"(11820, 11880]",1056,17.6
198,"(11880, 11940]",2085,34.75
199,"(11940, 12000]",785,13.083333333333334
200,"(12000, 12060]",1378,22.966666666666665
201,"(12060, 12120]",726,12.1
202,"(12120, 12180]",1467,24.45
203,"(12180, 12240]",45,0.75
204,"(12240, 12300]",137,2.283333333333333
205,"(12300, 12360]",379,6.316666666666666
206,"(12360, 12420]",135,2.25
207,"(12420, 12480]",203,3.3833333333333333
208,"(12480, 12540]",153,2.55
209,"(12540, 12600]",265,4.416666666666667
210,"(12600, 12660]",994,16.566666666666666
211,"(12660, 12720]",1176,19.6
212,"(12720, 12780]",247,4.116666666666666
213,"(12780, 12840]",750,12.5
214,"(12840, 12900]",1382,23.033333333333335
215,"(12900, 12960]",1330,22.166666666666668
216,"(12960, 13020]",1564,26.066666666666666
217,"(13020, 13080]",1185,19.75
218,"(13080, 13140]",976,16.266666666666666
219,"(13140, 13200]",1484,24.733333333333334
220,"(13200, 13260]",1375,22.916666666666668
221,"(13260, 13320]",1787,29.783333333333335
222,"(13320, 13380]",2544,42.4
223,"(13380, 13440]",1326,22.1
224,"(13440, 13500]",1979,32.983333333333334
225,"(13500, 13560]",1639,27.316666666666666
226,"(13560, 13620]",1733,28.883333333333333
227,"(13620, 13680]",621,10.35
228,"(13680, 13740]",1895,31.583333333333332
229,"(13740, 13800]",1276,21.266666666666666
230,"(13800, 13860]",1332,22.2
231,"(13860, 13920]",1789,29.816666666666666
232,"(13920, 13980]",1328,22.133333333333333
233,"(13980, 14040]",1076,17.933333333333334
234,"(14040, 14100]",873,14.55
235,"(14100, 14160]",1389,23.15
236,"(14160, 14220]",2352,39.2
237,"(14220, 14280]",1008,16.8
238,"(14280, 14340]",571,9.516666666666667
239,"(14340, 14400]",1248,20.8
240,"(14400, 14460]",1700,28.333333333333332
241,"(14460, 14520]",1796,29.933333333333334
242,"(14520, 14580]",1261,21.016666666666666
243,"(14580, 14640]",1836,30.6
244,"(14640, 14700]",1499,24.983333333333334
245,"(14700, 14760]",1996,33.266666666666666
246,"(14760, 14820]",1178,19.633333333333333
247,"(14820, 14880]",1377,22.95
248,"(14880, 14940]",1690,28.166666666666668
249,"(14940, 15000]",1362,22.7
250,"(15000, 15060]",1416,23.6
251,"(15060, 15120]",1276,21.266666666666666
252,"(15120, 15180]",1453,24.216666666666665
253,"(15180, 15240]",1272,21.2
254,"(15240, 15300]",1231,20.516666666666666
255,"(15300, 15360]",897,14.95
256,"(15360, 15420]",964,16.066666666666666
257,"(15420, 15480]",1614,26.9
258,"(15480, 15540]",962,16.033333333333335
259,"(15540, 15600]",1540,25.666666666666668
260,"(15600, 15660]",909,15.15
261,"(15660, 15720]",2091,34.85
262,"(15720, 15780]",1238,20.633333333333333
263,"(15780, 15840]",1746,29.1
264,"(15840, 15900]",1268,21.133333333333333
265,"(15900, 15960]",2054,34.233333333333334
266,"(15960, 16020]",1266,21.1
267,"(16020, 16080]",1454,24.233333333333334
268,"(16080, 16140]",1651,27.516666666666666
269,"(16140, 16200]",2414,40.233333333333334
270,"(16200, 16260]",2602,43.36666666666667
271,"(16260, 16320]",2083,34.71666666666667
272,"(16320, 16380]",198,3.3
273,"(16380, 16440]",308,5.133333333333334
274,"(16440, 16500]",184,3.066666666666667
275,"(16500, 16560]",938,15.633333333333333
276,"(16560, 16620]",642,10.7
277,"(16620, 16680]",543,9.05
278,"(16680, 16740]",579,9.65
279,"(16740, 16800]",29,0.48333333333333334
280,"(16800, 16860]",72,1.2
281,"(16860, 16920]",112,1.8666666666666667
282,"(16920, 16980]",0,0.0
283,"(16980, 17040]",141,2.35
284,"(17040, 17100]",1,0.016666666666666666
285,"(17100, 17160]",0,0.0
286,"(17160, 17220]",241,4.016666666666667
287,"(17220, 17280]",35,0.5833333333333334
288,"(17280, 17340]",122,2.033333333333333
289,"(17340, 17400]",211,3.5166666666666666
290,"(17400, 17460]",6,0.1
291,"(17460, 17520]",9,0.15
292,"(17520, 17580]",585,9.75
293,"(17580, 17640]",92,1.5333333333333334
294,"(17640, 17700]",38,0.6333333333333333
295,"(17700, 17760]",406,6.766666666666667
296,"(17760, 17820]",1208,20.133333333333333
297,"(17820, 17880]",1219,20.316666666666666
298,"(17880, 17940]",1863,31.05
299,"(17940, 18000]",1556,25.933333333333334
300,"(18000, 18060]",1916,31.933333333333334
301,"(18060, 18120]",869,14.483333333333333
302,"(18120, 18180]",1501,25.016666666666666
303,"(18180, 18240]",2007,33.45
304,"(18240, 18300]",2222,37.03333333333333
305,"(18300, 18360]",2180,36.333333333333336
306,"(18360, 18420]",2468,41.13333333333333
307,"(18420, 18480]",1718,28.633333333333333
308,"(18480, 18540]",2648,44.13333333333333
309,"(18540, 18600]",2427,40.45
310,"(18600, 18660]",1450,24.166666666666668
311,"(18660, 18720]",2892,48.2
312,"(18720, 18780]",1405,23.416666666666668
313,"(18780, 18840]",497,8.283333333333333
314,"(18840, 18900]",433,7.216666666666667
315,"(18900, 18960]",442,7.366666666666666
316,"(18960, 19020]",937,15.616666666666667
317,"(19020, 19080]",503,8.383333333333333
318,"(19080, 19140]",278,4.633333333333334
319,"(19140, 19200]",847,14.116666666666667
320,"(19200, 19260]",1372,22.866666666666667
